fips,county,province_state,covid_last_update,county_latitude,county_longitudue,covid_confirmed,covid_death,covid_recovered,covid_active,covid_indidence_rate,covid_case_fatality_ratio,county_population,covid_death_per_10000,covid_confirmed_per_10000,covid_active_cases_per_capita,fires_per_county_in_2020,active_fires_per_county,fire_score,earthquakes_per_county_in_2020,earthquakes_score,fatality_rate_per_10000,combined_risk,combined_risk_2,labels
6071.0,San Bernardino,California,2020-10-17 04:24:12,34.84060306,-116.1774685,59463,989,0,58474.0,2727.5542008683146,1.6632191446782032,2180085,4.53652036503164,272.75542008683146,268.21889972179986,6,2,8,12,12,0.007629148151004218,2.0,1.0,8
6073.0,San Diego,California,2020-10-17 04:24:12,33.03484597,-116.7365326,51781,865,0,50916.0,1551.1048937642474,1.6704969004074854,3338330,2.5911159172400566,155.11048937642474,152.5193734591847,5,0,5,5,5,0.0050039897206312295,-0.0,-0.0,9
6075.0,San Francisco,California,2020-10-17 04:24:12,37.75215114,-122.4385672,11808,131,0,11677.0,1339.4604270437605,1.1094173441734418,881549,1.4860206295963128,133.94604270437605,132.46002207477974,0,0,0,0,0,0.01258486305552433,-2.0,-2.0,1
6077.0,San Joaquin,California,2020-10-17 04:24:12,37.93433732,-121.2730061,21138,483,0,20655.0,2773.4770674462184,2.2849843883054217,762148,6.33735180043771,277.3477067446218,271.0103549441841,3,0,4,0,0,0.02998084871055781,0.0,-1.0,0
6079.0,San Luis Obispo,California,2020-10-17 04:24:12,35.38822029,-120.4039028,3969,32,0,3937.0,1401.9236271285818,0.8062484252960443,283111,1.1302987167577383,140.1923627128582,139.06206399610048,14,0,14,0,0,0.028478173765627064,1.0,1.0,5
6081.0,San Mateo,California,2020-10-17 04:24:12,37.4228808,-122.32755459999998,10687,157,0,10530.0,1394.1268476713894,1.4690745765883784,766573,2.048076308453337,139.41268476713893,137.36460845868558,1,0,1,0,0,0.019164183666635512,-2.0,-2.0,1
6083.0,Santa Barbara,California,2020-10-17 04:24:12,34.65329488,-120.0188492,9540,118,0,9422.0,2136.6229263671357,1.2368972746331235,446499,2.64278307454216,213.66229263671363,211.01950956217152,2,0,2,2,2,0.027702128663963942,-1.0,-1.0,7
6085.0,Santa Clara,California,2020-10-17 04:24:12,37.23104908,-121.6970462,22974,373,0,22492.0,1185.7238003747175,1.6235744754940369,1927852,1.934795824575745,119.16889885738115,116.66870693393477,6,0,7,4,4,0.008421675914406485,0.0,0.0,5
6087.0,Santa Cruz,California,2020-10-17 04:24:12,37.05580291,-122.0066524,2670,23,0,2647.0,977.2595008290236,0.8614232209737828,273213,0.8418340269313687,97.72595008290236,96.88411605597099,1,0,1,0,0,0.031529364304545636,-2.0,-2.0,1
6089.0,Shasta,California,2020-10-17 04:24:12,40.76391419,-122.0396884,1666,29,0,1637.0,925.1443802754332,1.7406962785114046,180080,1.6103953798311859,92.51443802754332,90.90404264771212,3,0,3,0,0,0.09666238774496916,-2.0,-1.0,1
6091.0,Sierra,California,2020-10-17 04:24:12,39.57713498,-120.52007009999998,6,0,0,6.0,199.6672212978369,0.0,3005,0.0,19.966722129783694,19.966722129783694,2,0,2,1,1,0.0,-2.0,-1.0,1
6093.0,Siskiyou,California,2020-10-17 04:24:12,41.59198861,-122.5407434,183,0,0,183.0,420.3128229862882,0.0,43539,0.0,42.031282298628824,42.031282298628824,5,1,6,0,0,0.0,-1.0,-1.0,1
6095.0,Solano,California,2020-10-17 04:24:12,38.26827353,-121.9357113,7009,74,0,6935.0,1565.7566408946414,1.0557854187473248,447643,1.653103030763354,156.57566408946414,154.9225610587008,5,0,6,0,0,0.02358543345360756,-0.0,-1.0,5
6097.0,Sonoma,California,2020-10-17 04:24:12,38.52746429,-122.8862506,8717,129,0,8588.0,1763.3755178663903,1.4798669266949638,494336,2.609561108234076,176.337551786639,173.72799067840495,4,1,6,0,0,0.02993645873848888,-0.0,-1.0,5
6099.0,Stanislaus,California,2020-10-17 04:24:12,37.55862499,-120.9970722,17198,391,0,16807.0,3123.1612973522692,2.27352017676474,550660,7.100570224821124,312.3161297352268,305.2155595104057,4,0,5,0,0,0.041287185863595324,1.0,-1.0,0
6101.0,Sutter,California,2020-10-17 04:24:12,39.03417539,-121.6945899,1793,12,0,1781.0,1849.0064039764466,0.6692693809258227,96971,1.2374833713171978,184.90064039764468,183.66315702632744,0,0,0,0,0,0.06901747748562176,-2.0,-2.0,1
6103.0,Tehama,California,2020-10-17 04:24:12,40.12570935,-122.2370171,726,8,0,718.0,1115.4815315592157,1.1019283746556474,65084,1.2291807510294388,111.54815315592157,110.31897240489214,5,1,11,0,0,0.16930864339248472,0.0,1.0,5
6105.0,Trinity,California,2020-10-17 04:24:12,40.64917670000001,-123.114713,20,0,0,20.0,162.8001628001628,0.0,12285,0.0,16.28001628001628,16.28001628001628,3,1,9,0,0,0.0,-1.0,0.0,1
6107.0,Tulare,California,2020-10-17 04:24:12,36.22026558,-118.8020203,17072,274,0,16798.0,3661.986936796834,1.6049671977507032,466195,5.877368912150495,366.1986936796834,360.3213247675328,6,3,9,0,0,0.034426950047741885,2.0,0.0,4
6109.0,Tuolumne,California,2020-10-17 04:24:12,38.02644018,-119.9525093,244,4,0,240.0,447.88722052938795,1.639344262295082,54478,0.7342413451301443,44.788722052938795,44.05448070780866,2,0,2,0,0,0.3009185840697313,-2.0,-1.0,1
6111.0,Ventura,California,2020-10-17 04:24:12,34.44465746,-119.0910613,13750,159,0,13591.0,1625.2839814374838,1.1563636363636365,846006,1.8794192948986177,162.5283981437484,160.64897884884977,2,0,2,1,1,0.01366850396289904,-1.0,-1.0,5
6113.0,Yolo,California,2020-10-17 04:24:12,38.68278902,-121.9018288,3034,56,0,2978.0,1375.9637188208615,1.8457481872116013,220500,2.53968253968254,137.59637188208617,135.05668934240362,1,0,2,0,0,0.0837074007805715,-1.0,-1.0,7
6115.0,Yuba,California,2020-10-17 04:24:12,39.26255932,-121.3535644,1246,10,0,1236.0,1583.8714598057659,0.8025682182985554,78668,1.2711648955102457,158.3871459805766,157.11598108506638,4,0,4,0,0,0.10201965453533272,-1.0,-1.0,1
